Text,polarity,Emotion
"everything is scrumptious, from the excellent(1) service by cute(2) waitresses, to the extremely lush(3) atmosphere.",positive,Joy
"everything is scrumptious, from the excellent(1) service by cute(2) waitresses, to the extremely lush(3) atmosphere.",positive,Joy
"everything is scrumptious, from the excellent(1) service by cute(2) waitresses, to the extremely lush(3) atmosphere.",positive,Joy
"It's traditional, simple italian food.",positive,Joy
"The food is all-around good(1), with the rolls usually excellent(2) and the sushi/sashimi not quite on the same level(3).",positive,Joy
"The food is all-around good(1), with the rolls usually excellent(2) and the sushi/sashimi not quite on the same level(3).",positive,Joy
"The food is all-around good(1), with the rolls usually excellent(2) and the sushi/sashimi not quite on the same level(3).",neutral,Anger
(The sashimi is cut a little thinly.,negative,Disgust
Could have had better for 1/3 the price in Chinatown.,negative,Sadness
"In addition to great(1) hot dogs, DOTP has wonderful(2) breakfast sandwiches that feature, in addition to great things(3) like tator tots and English muffins, a delicious(4) NJ-based pork product know to us Jersey girls and boys as Taylor ham.",positive,Joy
"In addition to great(1) hot dogs, DOTP has wonderful(2) breakfast sandwiches that feature, in addition to great things(3) like tator tots and English muffins, a delicious(4) NJ-based pork product know to us Jersey girls and boys as Taylor ham.",positive,Joy
"In addition to great(1) hot dogs, DOTP has wonderful(2) breakfast sandwiches that feature, in addition to great things(3) like tator tots and English muffins, a delicious(4) NJ-based pork product know to us Jersey girls and boys as Taylor ham.",positive,Joy
"In addition to great(1) hot dogs, DOTP has wonderful(2) breakfast sandwiches that feature, in addition to great things(3) like tator tots and English muffins, a delicious(4) NJ-based pork product know to us Jersey girls and boys as Taylor ham.",positive,Joy
"In addition to great(1) hot dogs, DOTP has wonderful(2) breakfast sandwiches that feature, in addition to great things(3) like tator tots and English muffins, a delicious(4) NJ-based pork product know to us Jersey girls and boys as Taylor ham.",positive,Joy
"In addition to great(1) hot dogs, DOTP has wonderful(2) breakfast sandwiches that feature, in addition to great things(3) like tator tots and English muffins, a delicious(4) NJ-based pork product know to us Jersey girls and boys as Taylor ham.",positive,Joy
"Well, it happened because of a graceless(1) manager and a rude(2) bartender who had us waiting 20 minutes for(3) drinks, and then tells us to chill out(4).",negative,Disgust
"Well, it happened because of a graceless(1) manager and a rude(2) bartender who had us waiting 20 minutes for(3) drinks, and then tells us to chill out(4).",negative,Anger
"Well, it happened because of a graceless(1) manager and a rude(2) bartender who had us waiting 20 minutes for(3) drinks, and then tells us to chill out(4).",neutral,Anger
"Well, it happened because of a graceless(1) manager and a rude(2) bartender who had us waiting 20 minutes for(3) drinks, and then tells us to chill out(4).",negative,Sadness
"Not only is the service great(1), but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable(2).",positive,Joy
"Not only is the service great(1), but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable(2).",positive,Joy
"When the dish arrived it was blazing(1) with green chillis, definitely not edible by a human(2).",negative,Fear
"When the dish arrived it was blazing(1) with green chillis, definitely not edible by a human(2).",negative,Anger
The absolute worst(1) service I've ever experienced and the food was below average(2) (when they actually gave people the meals they ordered).,negative,Anger
The absolute worst(1) service I've ever experienced and the food was below average(2) (when they actually gave people the meals they ordered).,negative,Anger
The absolute worst(1) service I've ever experienced and the food was below average(2) (when they actually gave people the meals they ordered).,neutral,Anger
It's about $7 for lunch and they have take-out or dine-in.,neutral,Joy
It's about $7 for lunch and they have take-out or dine-in.,neutral,Joy
It's about $7 for lunch and they have take-out or dine-in.,neutral,Joy
Be sure to accompany your food with one of their fresh juice concoctions.,neutral,Fear
Be sure to accompany your food with one of their fresh juice concoctions.,positive,Fear
The food is great(1) and the prices are reasonable(2).,positive,Joy
The food is great(1) and the prices are reasonable(2).,positive,Joy
"The place is clean(1), and if you like soul food, then this is the place to be!(2)",positive,Surprise
"The place is clean(1), and if you like soul food, then this is the place to be!(2)",positive,Joy
I had roast chicken and a salad.,neutral,Anger
I had roast chicken and a salad.,neutral,Anger
They have a very good(1) chicken with avocado and good(2) tuna as well.,positive,Joy
They have a very good(1) chicken with avocado and good(2) tuna as well.,positive,Joy
But the meals were terrible.,negative,Sadness
My chicken was completely dried out and on the cold side(1) and the sauce was not very flavorful(2).,negative,Fear
My chicken was completely dried out and on the cold side(1) and the sauce was not very flavorful(2).,negative,Anger
Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,positive,Anger
Way too much money for such a terrible meal.,negative,Disgust
"However, the service is absolutely horrible.",negative,Disgust
A con was the slow bar service.,negative,Disgust
Dessert was also to die for!,positive,Joy
"BTW, the service is very good.",positive,Joy
It's eaten with black vinegar and shredded ginger.,neutral,Anger
It's eaten with black vinegar and shredded ginger.,neutral,Anger
"The unattractive(1) lighting made me want to gag, the food was overpriced(2), there was the most awful(3) disco pop duo performing-and my escargot looked like it might crawl off the plate(4).",negative,Surprise
"The unattractive(1) lighting made me want to gag, the food was overpriced(2), there was the most awful(3) disco pop duo performing-and my escargot looked like it might crawl off the plate(4).",negative,Joy
"The unattractive(1) lighting made me want to gag, the food was overpriced(2), there was the most awful(3) disco pop duo performing-and my escargot looked like it might crawl off the plate(4).",negative,Joy
"The unattractive(1) lighting made me want to gag, the food was overpriced(2), there was the most awful(3) disco pop duo performing-and my escargot looked like it might crawl off the plate(4).",negative,Joy
it is a cozy place to go with a couple of friends.,positive,Joy
"The service is always great(1), and the owner walks around to make sure you enjoy(2).",positive,Joy
"The service is always great(1), and the owner walks around to make sure you enjoy(2).",positive,Joy
because the waiters need SEVERE ATTITUE ADJUSTMENTS.,negative,Anger
the food is delicious and highly recommended.,positive,Joy
"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???",negative,Anger
Dieters stick to salads or indulge in vegetarian platters.,positive,Anger
Dieters stick to salads or indulge in vegetarian platters.,positive,Anger
So for a filling and healthy meal give it a go.,positive,Joy
"Since I cook for a living, I'm very fussy about the food I eat in restaurants.",neutral,Fear
The service was outstanding.,positive,Joy
My friends and I stop here for pizza before hitting the Kips Bay movie theater.,neutral,Anger
We always enjoy the pizza.,positive,Joy
The service is pretty good.,positive,Joy
"Yum, the chicken is great here.",positive,Joy
"The food here was great, a treat from beginning to end.",positive,Joy
The host (owner) and servers are personable and caring.,positive,Joy
The host (owner) and servers are personable and caring.,positive,Joy
"It's just everything(1)...the food, the atmosphere...the incrediby kind and gracious(2) hostess.",positive,Joy
"It's just everything(1)...the food, the atmosphere...the incrediby kind and gracious(2) hostess.",positive,Joy
"It's just everything(1)...the food, the atmosphere...the incrediby kind and gracious(2) hostess.",positive,Joy
The food is very good(1) and the service is great(2).,positive,Joy
The food is very good(1) and the service is great(2).,positive,Joy
I usually get one the Vietnamese Beef Noodle Soup.,neutral,Anger
We were wondering why they were there to make our dining experience miserable?,negative,Anger
"This place has the best Indian food in New York, hands down.",positive,Joy
The waiters are very friendly and helpful and if you frequent they will remember you.,positive,Joy
Intimate but charming(1) interior with extremely friendly and attentive(2) service.,positive,Joy
Intimate but charming(1) interior with extremely friendly and attentive(2) service.,positive,Joy
